Employee_ID,Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Total Exp,Exp_in_Current_Role,Years_Since_Last_Promotion,Job_Satisfaction,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition
267,39,Female,Divorced,HR,Executive,4,86352,16,9,0,1,Yes,4,31,2,2,2,30,2,No
268,27,Male,Divorced,Sales,Analyst,5,121699,27,11,0,3,No,7,52,1,3,3,32,4,No
269,26,Female,Single,Sales,Executive,4,42944,2,13,0,4,No,6,48,1,2,4,3,1,No
270,22,Female,Single,HR,Manager,5,90493,17,12,7,1,No,4,58,1,2,3,17,1,Yes
271,36,Female,Married,Marketing,Assistant,2,62492,11,2,5,5,No,5,45,1,2,2,49,4,No
272,52,Male,Married,IT,Analyst,3,98911,23,4,8,4,Yes,8,34,3,2,1,15,3,No
273,31,Male,Married,Finance,Executive,1,72987,18,9,2,2,No,6,31,2,1,4,22,4,No
274,41,Female,Married,Marketing,Executive,2,95719,22,8,6,1,No,3,42,4,3,4,34,4,No
275,41,Male,Single,Sales,Assistant,4,105015,23,1,5,1,No,8,57,1,1,2,46,4,No
276,49,Male,Single,IT,Assistant,5,39218,1,9,8,5,No,7,48,3,1,2,13,1,No
277,57,Male,Married,Finance,Assistant,3,110496,27,13,8,1,Yes,4,40,1,3,4,18,2,No
278,57,Female,Single,Finance,Analyst,5,75735,12,10,8,3,Yes,2,55,2,3,2,22,4,No
279,27,Male,Single,Finance,Executive,4,109555,25,2,6,2,No,2,51,2,2,4,46,3,No
280,46,Female,Single,HR,Analyst,4,57146,6,1,8,5,No,2,44,1,1,1,15,3,No
281,46,Female,Single,HR,Analyst,1,77050,18,2,6,3,Yes,2,43,3,3,1,15,1,No
282,53,Female,Married,IT,Manager,2,74446,17,10,8,5,Yes,8,52,2,2,3,8,1,No
283,40,Male,Married,Sales,Assistant,3,77045,17,11,1,5,Yes,5,33,2,3,2,47,3,No
284,49,Female,Single,IT,Manager,1,27893,2,6,1,2,Yes,7,55,1,2,2,28,1,No
285,52,Male,Divorced,Sales,Manager,5,120693,28,2,6,1,No,7,42,2,1,3,48,4,Yes
286,47,Male,Married,Marketing,Analyst,2,98436,25,14,9,5,Yes,2,37,4,2,3,20,3,Yes
287,52,Female,Married,Finance,Analyst,3,87754,18,1,5,4,No,8,44,2,3,3,44,2,No
288,24,Female,Divorced,Finance,Executive,5,85895,15,5,5,2,No,6,31,2,2,1,39,4,No
289,38,Female,Married,HR,Manager,3,31354,1,14,4,2,Yes,8,49,1,4,1,16,4,No
290,23,Male,Divorced,Marketing,Assistant,3,112225,29,11,0,4,Yes,3,58,4,4,2,22,4,No
291,54,Male,Divorced,Marketing,Manager,2,84893,20,2,6,2,Yes,3,50,2,2,1,31,2,No
292,36,Female,Single,Sales,Executive,5,84022,14,11,1,5,Yes,3,32,4,4,2,14,4,No
293,47,Female,Married,Marketing,Manager,1,63151,13,4,7,3,Yes,9,33,4,3,4,44,2,No
294,49,Male,Divorced,HR,Manager,1,95600,25,11,9,1,Yes,6,34,4,4,3,26,3,No
295,48,Male,Single,Sales,Manager,1,58996,12,14,6,3,Yes,9,34,1,3,4,46,3,No
296,25,Female,Married,IT,Executive,3,58007,8,11,1,2,No,2,42,1,4,3,19,4,Yes
297,54,Male,Single,Sales,Manager,4,58683,7,11,1,4,Yes,9,49,3,2,3,15,3,No
298,56,Male,Single,IT,Analyst,2,48642,8,8,9,2,Yes,3,41,3,3,3,48,1,No
299,43,Male,Divorced,Sales,Manager,1,76679,18,10,7,2,Yes,8,52,4,4,1,29,2,Yes
300,48,Male,Married,Finance,Analyst,2,91208,21,11,4,2,No,3,31,2,4,3,36,1,No
301,50,Male,Single,IT,Manager,3,116339,28,6,7,1,No,4,45,1,3,3,34,4,No
302,54,Male,Divorced,HR,Analyst,2,74435,15,8,0,2,Yes,9,50,3,3,4,24,3,Yes
303,52,Female,Divorced,IT,Manager,1,101205,28,5,8,2,No,4,32,4,2,3,14,3,No
304,40,Male,Single,IT,Assistant,1,37069,7,2,7,2,No,6,54,1,2,4,5,4,No
305,51,Female,Single,Sales,Analyst,3,31444,1,1,5,4,Yes,7,49,4,1,1,1,3,No
306,42,Female,Divorced,Finance,Assistant,3,44060,6,12,7,5,Yes,2,32,1,1,1,35,3,No
307,52,Male,Single,Sales,Analyst,5,106327,23,8,0,2,No,7,40,2,1,4,44,4,No
308,22,Female,Single,Sales,Manager,3,76420,16,1,7,2,No,4,35,2,1,3,29,1,Yes
309,37,Female,Married,Finance,Executive,4,102301,24,10,0,2,Yes,7,43,2,3,3,31,4,No
310,44,Female,Divorced,Sales,Manager,4,93606,21,9,3,1,Yes,3,54,2,4,3,25,2,No
311,50,Male,Single,Finance,Executive,1,60170,14,4,9,4,No,1,57,4,2,1,17,2,No
312,22,Female,Divorced,HR,Assistant,3,49699,8,6,2,3,No,9,33,1,2,1,49,3,No
313,59,Male,Married,Finance,Executive,4,65088,10,6,2,5,No,7,59,1,4,4,6,4,No
314,43,Female,Divorced,Marketing,Executive,4,120331,27,3,9,2,No,2,31,3,2,2,48,4,No
315,51,Female,Divorced,Finance,Executive,5,86190,17,1,8,3,No,5,44,4,2,1,27,4,No
316,41,Female,Divorced,Finance,Executive,3,70980,15,6,7,3,Yes,4,37,1,4,1,13,2,No
317,42,Female,Married,Marketing,Assistant,5,79975,14,10,9,1,Yes,7,41,2,1,3,21,2,No
318,21,Male,Married,Finance,Executive,2,86102,20,5,7,1,Yes,2,43,2,1,4,10,2,No
319,46,Female,Divorced,IT,Manager,5,123184,29,4,6,3,No,8,56,4,2,1,44,1,Yes
320,21,Female,Divorced,Sales,Analyst,2,56327,11,9,7,2,No,7,47,3,4,1,40,1,Yes
321,45,Male,Married,Sales,Analyst,2,41394,6,13,7,5,Yes,3,58,3,4,2,34,4,No
322,36,Male,Single,HR,Manager,3,45319,4,4,9,2,Yes,6,43,2,4,1,46,3,No
323,59,Male,Married,HR,Assistant,2,108816,29,1,5,4,No,9,33,4,2,1,15,3,Yes
324,52,Female,Divorced,Marketing,Manager,2,40854,5,10,7,4,No,1,47,2,3,3,23,3,No
325,28,Male,Single,IT,Manager,5,74709,11,13,1,4,No,1,54,2,1,3,32,1,No
326,58,Male,Single,HR,Executive,3,61569,12,6,6,2,No,9,42,1,4,2,22,2,No
327,48,Male,Single,Sales,Executive,3,63442,11,13,2,1,Yes,1,46,4,3,3,42,4,No
328,45,Male,Married,HR,Assistant,2,75895,18,7,7,3,Yes,1,30,3,2,1,48,2,No
329,54,Male,Married,HR,Assistant,5,58733,7,1,4,3,Yes,2,45,1,2,1,30,2,No
330,44,Male,Married,Finance,Analyst,5,113863,25,9,4,2,No,3,36,2,4,2,27,4,No
331,43,Female,Married,HR,Assistant,5,111455,23,10,2,2,No,4,52,1,1,2,31,2,Yes
332,32,Male,Divorced,Marketing,Manager,5,42014,1,2,0,5,Yes,4,37,2,4,4,4,1,No
333,26,Female,Single,Sales,Analyst,1,64686,16,7,1,4,No,3,48,1,3,3,40,2,Yes
334,55,Male,Divorced,Marketing,Analyst,2,77009,18,11,1,2,Yes,8,43,4,3,1,34,2,Yes
335,39,Male,Married,Marketing,Executive,2,63806,12,8,6,5,Yes,4,49,3,2,3,25,3,No
336,20,Male,Married,IT,Executive,2,53154,11,8,1,5,Yes,9,56,1,1,4,46,3,No
337,27,Female,Divorced,Finance,Analyst,3,50409,8,1,6,1,No,9,48,1,4,3,20,3,No
338,35,Male,Single,Marketing,Executive,3,28784,1,10,0,4,No,4,55,3,4,4,24,4,No
339,33,Male,Single,IT,Executive,5,91096,16,1,1,3,No,4,47,2,3,2,23,3,Yes
340,31,Male,Married,Sales,Executive,3,38560,2,10,6,2,Yes,3,51,1,3,1,45,2,No
341,42,Male,Married,Sales,Analyst,4,100343,21,4,6,1,Yes,4,58,3,3,1,6,1,No
342,34,Female,Married,IT,Analyst,2,45206,6,2,1,1,Yes,5,48,2,2,3,13,3,No
343,47,Female,Married,Marketing,Analyst,2,76596,17,10,9,5,No,2,43,2,2,1,5,4,No
344,53,Female,Single,Marketing,Manager,1,71801,17,12,6,3,Yes,6,33,3,2,4,1,1,No
345,21,Female,Divorced,Finance,Analyst,1,23806,2,4,8,1,No,7,46,3,4,4,33,3,No
346,51,Female,Single,Finance,Executive,4,87537,19,6,7,4,Yes,2,40,3,1,2,8,1,No
347,42,Male,Divorced,Sales,Analyst,1,47986,9,3,5,1,Yes,8,53,1,2,3,42,4,No
348,41,Male,Married,Finance,Manager,5,45841,3,10,3,5,Yes,4,47,1,4,4,9,3,No
349,44,Male,Married,IT,Executive,5,115716,24,12,2,1,Yes,4,42,2,4,2,17,3,Yes
350,41,Female,Divorced,Sales,Assistant,2,92971,22,3,7,5,No,7,38,4,2,1,31,2,No
351,41,Male,Married,Marketing,Analyst,5,70625,10,11,2,1,Yes,9,36,1,3,1,31,2,No
352,25,Female,Single,Sales,Analyst,1,32950,5,1,4,4,Yes,7,36,2,2,2,6,3,No
353,34,Male,Married,HR,Assistant,4,64992,9,12,2,2,No,5,30,2,1,3,44,4,No
354,56,Female,Married,Sales,Executive,5,111780,24,5,8,2,No,2,31,2,2,1,10,2,No
355,52,Male,Married,Finance,Analyst,2,64368,14,12,6,1,No,2,59,3,2,1,6,1,No
356,27,Male,Married,IT,Manager,2,59655,11,7,2,3,No,6,50,3,2,3,15,2,No
357,24,Male,Single,Marketing,Executive,1,80173,19,12,9,2,No,5,40,3,4,2,1,4,No
358,58,Male,Divorced,Marketing,Analyst,5,108495,23,11,6,1,No,9,32,4,2,3,24,4,No
359,23,Female,Married,Finance,Executive,1,72163,16,6,3,2,No,5,37,2,3,2,8,3,No
360,25,Male,Married,Finance,Analyst,2,68002,14,12,0,5,Yes,2,40,1,1,1,19,3,No
361,51,Male,Single,Finance,Assistant,4,78614,14,4,3,1,No,1,54,4,2,3,30,2,No
362,49,Male,Single,HR,Analyst,5,56358,4,6,9,1,Yes,6,33,3,2,1,44,1,Yes
363,54,Female,Single,IT,Executive,4,59919,8,3,7,2,Yes,3,51,4,4,2,34,4,No
364,59,Male,Married,HR,Analyst,5,56853,7,3,5,4,Yes,6,54,4,2,3,44,1,No
365,35,Male,Divorced,Finance,Analyst,2,33146,3,7,0,1,No,9,50,4,4,3,29,2,No
366,32,Male,Single,IT,Executive,5,107769,23,9,0,1,No,6,52,3,3,4,2,2,No
367,49,Male,Single,Finance,Analyst,2,86574,22,1,3,4,Yes,7,47,1,4,4,46,1,No
368,38,Male,Single,IT,Analyst,3,92148,22,4,5,4,Yes,1,33,1,3,3,20,4,Yes
369,36,Female,Divorced,Marketing,Executive,2,68293,14,12,3,4,No,6,54,2,3,4,8,2,No
370,38,Female,Married,HR,Assistant,2,59457,11,14,8,3,No,6,55,1,3,1,15,4,No
371,47,Female,Married,Finance,Manager,5,120509,26,10,1,3,No,1,44,1,3,3,22,1,No
372,45,Male,Married,Finance,Manager,4,96907,19,5,5,4,No,2,47,1,1,2,2,4,No
373,56,Female,Single,Sales,Manager,2,36777,4,2,6,3,No,6,49,1,2,1,23,1,No
374,45,Male,Married,Marketing,Manager,5,125854,29,10,3,4,Yes,3,38,2,2,2,17,1,No
375,42,Male,Single,Finance,Manager,2,34491,4,12,4,5,No,3,38,1,2,3,13,3,Yes
376,28,Male,Divorced,HR,Manager,1,84124,22,11,4,5,No,2,44,4,3,4,10,4,Yes
377,31,Male,Divorced,Marketing,Executive,1,107691,29,3,1,1,No,4,35,2,1,4,42,4,No
378,20,Female,Married,Finance,Executive,1,93051,25,5,4,1,No,1,35,1,2,1,29,2,No
379,20,Female,Single,HR,Executive,1,78004,21,8,9,4,Yes,1,31,4,2,2,17,3,Yes
380,53,Female,Single,Sales,Analyst,4,59222,8,3,4,4,Yes,8,59,2,1,2,11,3,No
381,51,Male,Married,Sales,Assistant,2,88315,21,12,4,3,Yes,8,41,2,2,2,32,3,No
382,44,Female,Divorced,HR,Assistant,1,64869,15,14,3,1,No,9,48,2,3,1,45,4,Yes
383,59,Female,Divorced,Marketing,Manager,5,83876,16,3,9,3,Yes,8,59,3,1,2,5,2,Yes
384,20,Male,Divorced,HR,Manager,1,90183,22,6,3,2,No,2,46,1,3,1,41,1,No
385,35,Female,Divorced,HR,Executive,3,98027,22,8,6,4,Yes,2,54,2,1,1,6,4,No
386,58,Male,Divorced,Sales,Assistant,3,41142,4,1,5,1,No,2,45,1,4,4,9,3,No
387,24,Female,Married,Sales,Analyst,4,66966,10,7,7,1,No,7,42,2,3,2,24,4,Yes
388,41,Female,Married,Sales,Analyst,3,110079,26,13,0,3,Yes,3,31,2,1,3,6,4,No
389,48,Female,Married,Finance,Executive,5,57987,5,7,9,5,No,6,51,1,3,2,1,2,No
390,22,Male,Divorced,Finance,Manager,1,33799,4,3,1,4,Yes,5,58,2,4,4,28,1,No
391,31,Female,Divorced,IT,Assistant,3,35465,2,3,1,4,Yes,5,33,4,4,3,45,4,No
392,45,Female,Married,Finance,Analyst,3,79635,18,9,1,4,Yes,4,39,2,2,3,33,2,Yes
393,35,Female,Married,Marketing,Manager,4,55693,8,10,2,5,No,6,48,3,3,2,41,3,Yes
394,56,Female,Divorced,Marketing,Assistant,3,79874,15,12,5,4,Yes,3,57,3,4,1,19,4,Yes
395,41,Male,Single,Sales,Analyst,1,31752,4,11,2,5,Yes,7,55,3,1,2,33,2,No
396,48,Male,Married,HR,Manager,2,67311,13,14,6,5,No,5,55,3,4,1,35,2,Yes
397,33,Female,Divorced,Sales,Analyst,1,57830,14,1,2,3,Yes,6,43,4,3,4,6,1,Yes
398,47,Female,Divorced,HR,Manager,3,57177,9,1,5,4,No,1,34,4,4,3,40,2,No
399,24,Female,Married,Sales,Manager,3,118561,28,2,1,5,No,9,56,1,2,3,35,4,No
400,49,Male,Single,Sales,Manager,3,51932,6,6,1,5,No,2,40,4,4,3,20,2,No
401,24,Female,Divorced,Marketing,Assistant,4,74308,12,14,2,3,Yes,5,41,1,2,4,8,4,Yes
402,31,Female,Married,HR,Executive,5,124949,28,8,7,4,No,9,38,4,2,1,47,3,No
403,35,Male,Divorced,IT,Manager,1,56838,13,11,8,2,Yes,5,34,1,3,4,43,3,No
404,45,Male,Divorced,IT,Manager,3,89150,21,10,1,5,No,8,44,2,4,1,20,4,No
405,45,Male,Divorced,Sales,Analyst,2,96560,23,13,6,1,Yes,3,51,3,2,1,13,1,No
406,40,Female,Divorced,Sales,Analyst,4,49931,6,1,0,3,Yes,5,34,1,1,3,7,4,No
407,58,Male,Single,Marketing,Assistant,5,104204,20,12,3,3,Yes,9,38,4,2,2,43,2,Yes
408,55,Male,Married,HR,Executive,3,104664,26,1,5,3,Yes,9,44,3,1,2,16,4,No
409,52,Female,Married,Sales,Analyst,1,91081,25,2,6,4,Yes,8,52,2,3,3,33,3,No
410,49,Male,Married,IT,Assistant,2,86512,22,12,2,2,No,6,34,4,2,3,26,1,Yes
411,56,Female,Married,HR,Assistant,4,94805,19,7,2,1,Yes,3,54,3,3,1,21,2,Yes
412,42,Female,Married,Sales,Assistant,1,80237,20,4,4,3,Yes,6,41,3,3,2,11,3,Yes
413,29,Male,Single,HR,Manager,1,75559,20,1,2,5,No,9,52,3,1,4,47,4,Yes
414,24,Female,Divorced,Marketing,Executive,4,57672,8,8,8,2,Yes,2,47,4,2,2,44,3,No
415,55,Male,Divorced,IT,Executive,1,37404,5,4,1,2,Yes,5,53,1,2,4,6,3,No
416,53,Male,Married,HR,Executive,2,47343,8,7,9,3,Yes,9,36,1,2,1,23,1,No
417,50,Male,Divorced,IT,Manager,2,63070,13,11,6,1,Yes,8,47,2,4,3,25,4,No
418,29,Female,Divorced,Sales,Manager,1,105662,27,8,6,3,Yes,3,32,3,3,3,47,4,No
419,38,Male,Divorced,Finance,Analyst,3,97580,24,1,2,1,No,2,58,4,2,4,16,3,No
420,51,Female,Married,HR,Analyst,1,88004,22,2,7,3,No,3,53,1,3,4,26,4,No
421,20,Female,Married,IT,Analyst,3,72130,13,13,2,3,No,7,42,4,3,2,26,3,No
422,24,Female,Single,HR,Assistant,1,33147,5,2,4,3,No,8,50,3,1,3,5,1,No
423,23,Male,Married,Sales,Executive,5,81249,14,11,0,4,No,7,47,3,3,1,10,1,No
424,35,Female,Single,Sales,Manager,2,75679,18,5,9,3,No,7,39,1,1,1,12,3,Yes
425,43,Female,Married,IT,Analyst,1,63506,15,5,3,2,No,8,36,1,4,2,20,2,Yes
426,35,Male,Divorced,Marketing,Assistant,2,30253,1,6,1,5,No,8,47,3,2,4,5,3,Yes
427,21,Male,Single,HR,Manager,4,53744,7,2,4,5,Yes,5,48,2,4,2,24,2,No
428,47,Female,Single,HR,Assistant,5,74435,10,8,3,3,Yes,7,30,2,1,1,10,2,No
429,51,Female,Single,Sales,Assistant,3,114188,28,1,3,4,No,9,38,2,1,3,9,2,No
430,46,Male,Married,HR,Assistant,4,110141,26,9,3,3,Yes,8,50,2,4,2,13,3,No
431,39,Female,Single,IT,Executive,5,122617,27,5,4,3,Yes,9,54,3,3,3,24,3,No
432,43,Female,Married,Finance,Manager,4,101479,23,10,8,1,No,5,45,4,2,3,19,3,No
433,31,Female,Single,Sales,Manager,2,32484,2,8,8,2,Yes,4,46,1,1,2,22,3,Yes
434,54,Female,Married,Finance,Assistant,5,83827,13,8,3,1,Yes,6,55,4,3,1,2,4,Yes
435,52,Male,Single,HR,Executive,4,46421,3,2,8,5,Yes,6,47,1,4,1,1,2,No
436,52,Female,Divorced,Marketing,Assistant,3,115949,27,9,7,4,Yes,4,38,1,2,3,3,4,No
437,56,Male,Divorced,IT,Analyst,5,63452,8,6,4,1,No,5,43,4,4,4,47,2,No
438,31,Female,Single,HR,Manager,5,76881,12,3,7,2,No,5,53,3,4,2,33,4,No
439,22,Male,Married,IT,Manager,4,48665,4,1,6,2,Yes,6,46,2,4,3,25,2,Yes
440,20,Female,Married,HR,Executive,1,80849,21,9,1,2,No,1,58,3,1,2,23,2,No
441,52,Male,Married,HR,Manager,3,101390,23,3,9,5,No,2,56,4,4,2,6,2,Yes
442,59,Female,Divorced,HR,Manager,3,55905,8,1,7,1,No,6,39,2,4,1,19,3,No
443,29,Male,Divorced,Sales,Manager,4,35489,1,5,8,2,No,5,39,2,4,4,45,4,No
444,48,Female,Divorced,Finance,Executive,2,98823,23,8,1,5,No,6,51,1,4,4,49,2,No
445,32,Female,Married,Marketing,Assistant,2,38207,3,13,1,4,No,8,50,4,2,3,44,4,No
446,31,Male,Married,Finance,Manager,1,69540,15,13,9,3,Yes,7,55,1,2,1,10,1,No
447,50,Male,Married,Finance,Assistant,1,64611,15,14,8,4,No,1,48,4,1,2,37,3,Yes
448,21,Male,Single,IT,Executive,4,95839,21,7,0,1,Yes,7,58,1,1,3,18,1,Yes
449,54,Male,Single,Sales,Assistant,2,112527,28,5,2,4,No,2,49,4,2,2,37,4,No
450,42,Male,Single,Sales,Analyst,3,66878,12,14,2,5,No,8,39,4,3,3,33,1,No
451,36,Female,Divorced,HR,Manager,2,32087,1,13,5,1,No,9,54,2,2,2,35,4,No
452,45,Male,Divorced,Finance,Executive,4,69303,11,2,6,2,No,6,54,3,4,3,37,1,No
453,27,Male,Married,Marketing,Executive,2,77851,19,2,2,5,Yes,7,51,2,2,2,4,4,No
454,48,Female,Single,IT,Assistant,5,51687,5,3,7,1,No,6,42,1,2,3,36,3,No
455,45,Male,Married,Sales,Manager,4,87833,17,6,1,1,Yes,4,54,4,3,4,32,2,No
456,29,Male,Single,HR,Executive,5,43427,2,12,2,5,Yes,1,41,4,3,1,15,2,No
457,45,Male,Single,Marketing,Analyst,4,78760,13,13,9,4,No,5,41,1,1,3,48,4,No
458,53,Female,Married,Finance,Assistant,3,38000,3,4,1,4,Yes,1,59,4,3,2,21,2,No
459,26,Male,Married,Marketing,Analyst,4,74052,13,12,1,2,No,8,57,2,1,3,21,2,No
460,23,Female,Single,Sales,Analyst,4,56738,8,13,5,1,Yes,8,53,3,1,3,46,4,No
461,30,Female,Single,IT,Assistant,4,98732,21,9,2,4,Yes,1,37,3,1,4,26,1,No
462,48,Male,Divorced,Finance,Analyst,4,98387,21,3,2,1,No,5,33,3,3,4,11,2,Yes
463,55,Female,Married,IT,Assistant,1,62002,13,6,8,4,No,4,50,3,1,4,41,1,No
464,44,Male,Married,Marketing,Assistant,5,49536,3,4,0,5,No,6,53,3,2,3,28,2,No
465,40,Male,Married,Marketing,Executive,4,108913,25,1,8,5,Yes,3,32,4,1,2,24,1,No
466,55,Male,Married,HR,Executive,4,58066,9,1,1,4,Yes,6,59,2,1,4,15,3,No
467,29,Male,Single,Finance,Analyst,1,106723,28,13,1,5,No,7,53,2,2,3,30,3,Yes
468,56,Male,Divorced,Marketing,Analyst,2,108380,28,11,4,1,Yes,8,44,4,1,3,35,2,Yes
469,28,Female,Married,Sales,Analyst,1,25107,2,13,5,5,Yes,9,42,4,1,4,30,4,No
470,43,Female,Single,Sales,Analyst,1,44726,8,11,7,2,No,1,36,1,3,2,2,4,No
471,54,Female,Single,IT,Analyst,1,21373,1,13,0,4,Yes,2,37,2,1,2,27,3,No
472,54,Female,Single,Sales,Executive,4,101945,21,8,4,2,Yes,9,47,1,4,3,9,4,Yes
473,55,Male,Single,Marketing,Analyst,1,62082,15,3,9,5,Yes,4,30,1,1,3,37,4,Yes
474,37,Male,Single,Sales,Analyst,1,92967,23,2,7,4,Yes,7,41,1,2,4,13,4,No
475,58,Female,Married,Finance,Manager,1,45748,8,1,1,4,No,6,39,2,4,2,31,1,No
476,51,Male,Married,IT,Assistant,4,63817,8,8,9,1,No,9,43,1,4,4,37,3,Yes
477,43,Female,Divorced,Finance,Assistant,3,91417,22,14,8,1,Yes,8,47,1,3,4,39,2,No
478,42,Female,Married,Marketing,Executive,3,54306,7,9,9,5,Yes,5,40,1,1,2,49,4,No
479,51,Female,Single,Marketing,Assistant,2,88808,20,1,3,1,Yes,1,34,1,2,4,23,2,No
480,56,Female,Divorced,Sales,Analyst,4,72974,13,8,6,1,Yes,6,38,1,3,1,7,1,No
481,31,Male,Single,HR,Assistant,1,96267,26,11,0,2,No,3,53,3,2,4,7,4,No
482,32,Male,Single,HR,Executive,1,36825,7,1,1,2,No,8,52,2,4,2,12,4,No
483,42,Female,Married,Marketing,Assistant,1,43668,7,10,0,2,Yes,1,49,1,2,1,17,2,Yes
484,44,Female,Single,Marketing,Assistant,3,105745,25,2,7,5,Yes,7,41,2,1,4,4,2,Yes
485,54,Female,Married,IT,Manager,1,57708,11,12,0,4,No,1,45,3,3,3,13,4,Yes
486,49,Female,Single,Marketing,Manager,1,21412,2,1,8,3,Yes,3,40,1,1,2,39,3,No
487,36,Female,Divorced,Marketing,Analyst,3,65543,11,13,6,5,Yes,5,32,1,1,2,16,2,No
488,39,Male,Single,IT,Assistant,1,94587,24,13,4,4,No,6,49,4,1,1,9,3,No
489,44,Female,Married,Finance,Analyst,2,95728,25,13,0,1,No,8,44,3,3,1,40,1,No
490,41,Female,Single,Finance,Assistant,5,99164,19,14,3,5,No,3,37,1,1,1,18,1,No
491,32,Male,Married,IT,Analyst,2,100867,24,2,2,4,Yes,8,53,4,1,1,25,3,Yes
492,38,Male,Married,IT,Analyst,4,38988,1,12,6,5,Yes,7,35,2,1,2,14,3,No
493,55,Male,Divorced,Finance,Assistant,2,109504,29,14,0,1,Yes,4,41,1,2,2,39,4,No
494,31,Male,Married,Finance,Manager,2,100967,26,12,9,1,Yes,6,49,4,4,1,29,2,Yes
495,38,Male,Divorced,Finance,Executive,3,90786,21,2,3,5,Yes,4,32,3,1,1,31,4,No
496,31,Male,Divorced,Finance,Analyst,4,82122,17,12,4,5,No,3,37,3,4,3,2,1,No
497,28,Male,Single,Sales,Executive,2,27079,1,5,2,3,No,2,55,2,4,3,12,2,No
498,26,Male,Divorced,IT,Assistant,5,75571,13,13,4,2,Yes,2,47,4,3,1,5,1,No
499,47,Male,Married,HR,Analyst,2,43073,6,10,3,4,Yes,6,37,3,1,4,44,2,No
500,33,Female,Married,Sales,Assistant,1,35104,5,13,4,1,No,8,50,2,4,4,29,3,No
501,50,Male,Divorced,HR,Analyst,3,90143,21,3,8,1,No,8,38,4,3,2,7,4,No
502,38,Female,Single,HR,Manager,1,30879,2,13,7,4,Yes,4,45,4,4,2,10,1,No
503,35,Female,Divorced,Marketing,Analyst,4,66806,10,1,7,5,Yes,9,39,4,3,4,15,1,No
504,24,Female,Divorced,IT,Analyst,4,112357,25,10,1,3,No,5,44,1,1,1,33,2,No
505,54,Female,Married,Sales,Analyst,3,112440,28,2,2,4,Yes,4,37,4,3,2,28,4,Yes
506,31,Female,Single,IT,Assistant,2,86766,21,12,3,5,No,3,44,3,3,2,28,1,No
507,44,Female,Single,Finance,Manager,4,92644,19,4,9,1,Yes,3,57,4,4,1,4,3,No
508,40,Female,Single,IT,Assistant,5,118914,27,7,0,5,Yes,3,59,1,2,3,11,4,Yes
509,55,Female,Single,HR,Executive,3,50968,7,12,8,2,No,6,48,2,1,3,27,2,No
510,42,Male,Married,Finance,Manager,1,86917,22,1,1,3,Yes,1,33,4,1,3,7,4,No
511,35,Female,Single,IT,Analyst,5,88787,15,5,1,2,No,8,41,1,3,4,38,2,Yes
512,58,Female,Single,IT,Analyst,3,58728,11,2,7,2,No,4,57,4,4,2,24,1,No
513,58,Female,Single,HR,Analyst,5,54365,6,13,9,5,Yes,5,38,4,2,1,46,3,No
514,33,Female,Married,Finance,Executive,3,44492,5,12,8,5,No,3,35,2,3,3,42,2,Yes
515,50,Male,Married,HR,Executive,1,27698,4,8,0,4,Yes,5,54,1,3,3,24,1,No
516,24,Female,Single,IT,Analyst,2,45186,6,2,1,1,Yes,3,44,3,4,4,13,2,No
517,54,Male,Married,Sales,Analyst,3,46395,7,4,9,3,Yes,1,48,1,1,4,7,4,Yes
518,42,Male,Divorced,Sales,Executive,4,73400,12,6,4,2,No,9,53,3,3,1,12,4,No
519,48,Female,Single,Marketing,Assistant,1,65082,14,9,8,5,No,2,54,4,2,2,19,4,No
520,30,Female,Married,Sales,Manager,1,91171,24,10,9,1,Yes,6,57,1,3,1,32,3,No
521,37,Male,Single,Finance,Manager,5,45360,2,4,4,4,No,3,30,4,4,3,23,1,Yes
522,31,Female,Single,Marketing,Executive,4,92502,20,4,6,5,No,8,56,2,4,1,19,3,No
523,28,Female,Married,Finance,Executive,5,116717,27,7,5,4,No,1,38,1,3,3,32,1,No
524,29,Male,Divorced,Sales,Assistant,1,86782,23,14,5,5,Yes,8,55,1,1,3,19,1,No
525,36,Male,Single,Sales,Analyst,3,38946,3,12,1,3,No,6,40,1,3,4,34,1,No
526,57,Female,Divorced,IT,Executive,4,50486,5,1,9,2,No,7,41,2,4,4,44,3,No
527,26,Female,Married,Finance,Assistant,1,53335,10,5,7,4,No,7,47,2,1,1,42,1,No
528,32,Female,Single,HR,Executive,4,55980,7,5,5,4,Yes,4,41,1,1,3,23,3,No
529,59,Male,Married,IT,Analyst,3,59266,9,13,3,4,Yes,3,50,2,3,4,28,2,Yes
530,28,Female,Married,Finance,Executive,2,90491,22,1,6,5,No,4,45,1,2,2,21,3,No
531,46,Male,Married,Marketing,Analyst,5,96192,18,6,8,4,Yes,7,43,2,4,3,24,3,No
532,21,Male,Married,Finance,Assistant,5,115588,25,13,6,5,Yes,7,32,4,3,2,20,4,No
533,24,Female,Single,Marketing,Manager,1,40651,6,13,5,5,Yes,8,30,3,4,1,32,1,No
534,48,Male,Divorced,Marketing,Assistant,1,48636,10,9,1,3,Yes,6,50,2,4,4,14,2,No
535,56,Female,Divorced,Sales,Manager,3,62167,12,7,2,5,Yes,1,57,1,1,3,33,4,No
